id,TA,Indication,Generic,Brand,Firm
10482,Neurology,Complex Regional Pain Syndrome,ketamine,NA,Bexson Biomedical Inc
10483,Musculoskeletal Disorders,Algodystrophy,ketoprofen,NA,Exodos Life Sciences Limited Partnership
10484,Metabolic Disorders,Diabetic Peripheral Neuropathy,ketoprofen,NA,Exodos Life Sciences Limited Partnership
10486,Neurology,Hyperalgesia,ketoprofen,NA,Exodos Life Sciences Limited Partnership
10486,Neurology,Peripheral Neuropathic Pain,ketoprofen,NA,Exodos Life Sciences Limited Partnership
10486,Neurology,Postherpetic Neuralgia,ketoprofen,NA,Exodos Life Sciences Limited Partnership
10487,Dermatology,Urticaria Pigmentosa,ketotifen,NA,Valcrest Pharmaceuticals LLC
10488,Oncology,Colorectal Cancer,KEY-Vaxx,NA,Imugene Ltd
10488,Oncology,Lung Cancer,KEY-Vaxx,NA,Imugene Ltd
10489,Neurology,Migraine,KL-00204,NA,Klaria Pharma Holding AB
10490,Neurology,Cancer Pain,KL-00406,NA,Klaria Pharma Holding AB
10490,Neurology,Migraine,KL-00406,NA,Klaria Pharma Holding AB
10491,Neurology,Bipolar Disorder,KP-303,NA,KemPharm Inc
10491,Neurology,Schizophrenia,KP-303,NA,KemPharm Inc
10492,Neurology,Pain,KP-746,NA,KemPharm Inc
10493,Neurology,Substance Abuse,KP-879,NA,KemPharm Inc
10494,Neurology,Attention Deficit Hyperactivity Disorder,KP-922,NA,KemPharm Inc
10495,Immunology,Psoriasis,KPI-150,NA,Kv1.3 Therapeutics
10496,Dermatology,Atopic Dermatitis,KPI-150,NA,Kv1.3 Therapeutics
10497,Ophthalmology,Anterior Uveitis,KPI-190,NA,Kv1.3 Therapeutics
10497,Ophthalmology,Keratoconjunctivitis Sicca,KPI-190,NA,Kv1.3 Therapeutics
10498,Immunology,Graft Versus Host Disease,KPL-045,NA,Kiniksa Pharmaceuticals Corp
10498,Immunology,Myasthenia Gravis,KPL-045,NA,Kiniksa Pharmaceuticals Corp
10498,Immunology,Pemphigus,KPL-045,NA,Kiniksa Pharmaceuticals Corp
10499,Oncology,Breast Cancer,KTH-222,NA,Kalos Therapeutics Inc
10499,Oncology,Lung Cancer,KTH-222,NA,Kalos Therapeutics Inc
10499,Oncology,Pancreatic Cancer,KTH-222,NA,Kalos Therapeutics Inc
10500,Musculoskeletal Disorders,Bone Defects,KUR-112,NA,Kuros Biosciences AG
10501,Cardiology,Pulmonary Vascular Disease,L-608,NA,Pharmosa Biopharm Inc
10502,Neurology,Epilepsy,lamotrigine,NA,CURx Pharmaceuticals Inc
10503,Ophthalmology,Glaucoma,latanoprost,NA,EyePoint Pharmaceuticals Inc
10504,Metabolic Disorders,Methylmalonic Acidemia,LB-001,NA,Logicbio Therapeutics Inc
10505,Oncology,Acute Lymphocytic Leukemia,LBS-007,NA,Lin Bioscience Inc
10506,Oncology,Colorectal Cancer,LEAF-1401,NA,L.E.A.F. Pharmaceuticals LLC
10506,Oncology,Head And Neck Cancer,LEAF-1401,NA,L.E.A.F. Pharmaceuticals LLC
10506,Oncology,Malignant Mesothelioma,LEAF-1401,NA,L.E.A.F. Pharmaceuticals LLC
10506,Oncology,Non-Small Cell Lung Cancer,LEAF-1401,NA,L.E.A.F. Pharmaceuticals LLC
10506,Oncology,Ovarian Cancer,LEAF-1401,NA,L.E.A.F. Pharmaceuticals LLC
10506,Oncology,Pancreatic Cancer,LEAF-1401,NA,L.E.A.F. Pharmaceuticals LLC
10506,Oncology,Triple-Negative Breast Cancer,LEAF-1401,NA,L.E.A.F. Pharmaceuticals LLC
10507,Oncology,Colorectal Cancer,LEAF-1701,NA,L.E.A.F. Pharmaceuticals LLC
10507,Oncology,Head And Neck Cancer,LEAF-1701,NA,L.E.A.F. Pharmaceuticals LLC
10507,Oncology,Malignant Mesothelioma,LEAF-1701,NA,L.E.A.F. Pharmaceuticals LLC
10507,Oncology,Non-Small Cell Lung Cancer,LEAF-1701,NA,L.E.A.F. Pharmaceuticals LLC
10507,Oncology,Ovarian Cancer,LEAF-1701,NA,L.E.A.F. Pharmaceuticals LLC
10507,Oncology,Pancreatic Cancer,LEAF-1701,NA,L.E.A.F. Pharmaceuticals LLC
10507,Oncology,Triple-Negative Breast Cancer,LEAF-1701,NA,L.E.A.F. Pharmaceuticals LLC
10508,Oncology,Colorectal Cancer,LEAF-1702,NA,L.E.A.F. Pharmaceuticals LLC
10508,Oncology,Head And Neck Cancer,LEAF-1702,NA,L.E.A.F. Pharmaceuticals LLC
10508,Oncology,Malignant Mesothelioma,LEAF-1702,NA,L.E.A.F. Pharmaceuticals LLC
10508,Oncology,Non-Small Cell Lung Cancer,LEAF-1702,NA,L.E.A.F. Pharmaceuticals LLC
10508,Oncology,Ovarian Cancer,LEAF-1702,NA,L.E.A.F. Pharmaceuticals LLC
10508,Oncology,Pancreatic Cancer,LEAF-1702,NA,L.E.A.F. Pharmaceuticals LLC
10508,Oncology,Triple-Negative Breast Cancer,LEAF-1702,NA,L.E.A.F. Pharmaceuticals LLC
10509,Oncology,Colorectal Cancer,LEAF-1703,NA,L.E.A.F. Pharmaceuticals LLC
10509,Oncology,Head And Neck Cancer,LEAF-1703,NA,L.E.A.F. Pharmaceuticals LLC
10509,Oncology,Malignant Mesothelioma,LEAF-1703,NA,L.E.A.F. Pharmaceuticals LLC
10509,Oncology,Non-Small Cell Lung Cancer,LEAF-1703,NA,L.E.A.F. Pharmaceuticals LLC
10509,Oncology,Ovarian Cancer,LEAF-1703,NA,L.E.A.F. Pharmaceuticals LLC
10509,Oncology,Pancreatic Cancer,LEAF-1703,NA,L.E.A.F. Pharmaceuticals LLC
10509,Oncology,Triple-Negative Breast Cancer,LEAF-1703,NA,L.E.A.F. Pharmaceuticals LLC
10510,Oncology,Solid Tumor,LEAF-1801,NA,L.E.A.F. Pharmaceuticals LLC
10511,Oncology,Solid Tumor,LEAF-1802,NA,L.E.A.F. Pharmaceuticals LLC
10512,Oncology,Solid Tumor,LEAF-1803,NA,L.E.A.F. Pharmaceuticals LLC
10513,Infectious Disease,"Influenza A Virus, H1N1 Subtype Infections",LEAPS-H1N1-DC,NA,CEL-SCI Corp
10513,Infectious Disease,Pandemic Influenza,LEAPS-H1N1-DC,NA,CEL-SCI Corp
10514,Oncology,Mantle Cell Lymphoma,lenalidomide,NA,ChemioCare USA Inc
10514,Oncology,Multiple Myeloma,lenalidomide,NA,ChemioCare USA Inc
10514,Oncology,Myelodysplastic Syndrome,lenalidomide,NA,ChemioCare USA Inc
10515,Genetic Disorders,Tyrosinemia,Lentifah,NA,Iecur Therapeutics LLC
10516,Neurology,Attention Deficit Hyperactivity Disorder,Leon-02,NA,leon-nanodrugs GmbH
10517,Immunology,Inflammation,Leon-14,NA,leon-nanodrugs GmbH
10518,Dermatology,Dermatological Disorders,Leon-20,NA,leon-nanodrugs GmbH
10519,Neurology,Parkinson's Disease,levodopa CR,NA,Synthonics Inc
10521,Neurology,Local Anesthetic Effect,lidocaine,NA,NutriBand Inc
10522,Neurology,Alzheimer's Disease,lithium salicylate,LiProSal,Alzamend Neuro Inc
10523,Neurology,Lennox-Gastaut Syndrome,lorazepam,Truveta,Axium Pharmaceuticals Inc
10524,Neurology,Anxiety Disorders,lorazepam,NA,Neurelis Inc
10525,Neurology,Amyotrophic Lateral Sclerosis,LSPGR-1,NA,LifeSplice Pharma LLC
10526,Genetic Disorders,GM1 Gangliosidosis,LYSGM-101,NA,Lysogene SAS
10527,Oncology,Bile Duct Cancer,LYT-200,NA,Puretech Health Plc
10527,Oncology,Colorectal Cancer,LYT-200,NA,Puretech Health Plc
10527,Oncology,Liver Cancer,LYT-200,NA,Puretech Health Plc
10527,Oncology,Pancreatic Cancer,LYT-200,NA,Puretech Health Plc
10528,Genetic Disorders,Familial Adenomatous Polyposis,magnesium lysinate bis eicosapentaenoate,NA,Thetis Pharmaceuticals LLC
10529,Ophthalmology,Open-Angle Glaucoma,MAN-01,NA,Q BioMed Inc
10530,Genetic Disorders,Congenital Disorder of Glycosylation Type I A,Mannose 1-Phosphate Replacement for Congenital Disorder of Glycosylation Type I A,NA,Glycomine Inc
10531,Oncology,Gastric Cancer,MBQ-167,NA,MBQ Pharma Inc
10531,Oncology,Triple-Negative Breast Cancer,MBQ-167,NA,MBQ Pharma Inc
10532,Neurology,Schizophrenia,MDC-ANG,NA,MedinCell SA
10533,Infectious Disease,African Trypanosomiasis,melarsoprol hydroxypropylbetadex,NA,University of Glasgow
10534,Gastroenterology,Necrotizing Enterocolitis,melatonin,NA,Worphmed Srl
10537,Gastroenterology,Hepatic Injury,melatonin,NA,Worphmed Srl
10537,Gastroenterology,Short Bowel Syndrome,melatonin,NA,Worphmed Srl
10538,Oncology,Hepatocellular Carcinoma,melatonin,NA,Worphmed Srl
10538,Oncology,Pancreatic Cancer,melatonin,NA,Worphmed Srl
10540,Cardiology,Subarachnoid Hemorrhage,melatonin,NA,Worphmed Srl
10541,Genetic Disorders,Smith-Magenis Syndrome,melatonin,NA,Worphmed Srl
10542,Neurology,Alzheimer's Disease,memantine,NA,MEDRx Co Ltd
10543,Genetic Disorders,Polycystic Kidney Disease,menadione sodium bisulfite,NA,IC-MedTech Inc
10544,Gastroenterology,Liver Diseases,menadione sodium bisulfite,NA,IC-MedTech Inc
10545,Infectious Disease,Malaria,meplazumab,Ketantin,Pacific Meniuoke Biopharmaceutical Company
10546,Genetic Disorders,Congenital Ichthyosis,mesalamine,NA,Factor Therapeutics Ltd
10547,Neurology,Musculoskeletal Pain,metaxalone,NA,PraNa Biosciences Inc
10548,Neurology,Lafora Disease,metformin hydrochloride,NA,Center for Biomedical Research for Neurodegenetive Diseases
10549,Oncology,Acute Lymphocytic Leukemia,methotrexate,NA,Chesapeake Therapeutics LLC
10551,Neurology,Attention Deficit Hyperactivity Disorder,methylphenidate ER,NA,Collegium Pharmaceutical Inc
10552,Genetic Disorders,Duchenne Muscular Dystrophy,MG-53,NA,Axolo Pharma Inc
10553,Neurology,Anxiety Disorders,midazolam,NA,Suda Pharmaceuticals Ltd
10553,Neurology,Seizures,midazolam,NA,Suda Pharmaceuticals Ltd
10554,Neurology,Status Epilepticus,midazolam,NA,Crossject SA
10555,Neurology,Meningoencephalitis,miltefosine,Impavido,Profounda Inc
10556,Infectious Disease,Amoebic Infections,miltefosine,Impavido,Profounda Inc
10556,Infectious Disease,Schistosomiasis,miltefosine,Impavido,Profounda Inc
10557,Ophthalmology,Parasitic Corneal Ulcers,miltefosine,Impavido,Profounda Inc
10558,Dermatology,Acne Vulgaris,minocycline hydrochloride,NA,Sun Pharma
10559,Oncology,Hormone Refractory Prostate Cancer,MJC-13,NA,MAIA Biotechnology Inc
10560,Neurology,Huntington Disease,MMJ-002,NA,MMJ International Holdings Corp
10562,Gastroenterology,Eosinophilic Esophagitis,mometasone furoate,NA,EsoCap AG
10563,Neurology,Alzheimer's Disease,Monoclonal Antibodies to Agonize TREM2 for Alzheimer's Disease,NA,Denali Therapeutics Inc
10564,Metabolic Disorders,Type 1 Diabetes,Monoclonal Antibodies to Block KCNA3 for Type I Diabetes,NA,Tetragenetics Inc
10565,Oncology,NA,Monoclonal Antibody Conjugate for Oncology,NA,Mersana Therapeutics Inc
10566,Oncology,Acute Myelocytic Leukemia,Monoclonal Antibody Conjugate to Target CLEC12A for Acute Myeloid Leukemia,NA,Genentech
10567,Oncology,NA,Monoclonal Antibody Conjugates for Oncology,NA,Mersana Therapeutics Inc
10568,Immunology,NA,Monoclonal Antibody for Mastocytosis,NA,Sixal Inc
10569,Respiratory,Seasonal Allergic Rhinitis,Monoclonal Antibody for Seasonal Allergic Rhinitis,NA,Chrysalis BioTherapeutics Inc
10570,Cardiology,Pulmonary Arterial Hypertension,Monoclonal Antibody to Antagonize EDNRA for Pulmonary Arterial Hypertension,NA,GenThera Inc
10571,Neurology,Lewy Body Dementia,Monoclonal Antibody to Inhibit Alpha Synuclein for Central Nervous System Disorders,NA,Denali Therapeutics Inc
10571,Neurology,Multiple System Atrophy,Monoclonal Antibody to Inhibit Alpha Synuclein for Central Nervous System Disorders,NA,Denali Therapeutics Inc
10571,Neurology,Parkinson's Disease,Monoclonal Antibody to Inhibit Alpha Synuclein for Central Nervous System Disorders,NA,Denali Therapeutics Inc
10572,Neurology,Pain,morphine,NA,Collegium Pharmaceutical Inc
10573,Cardiology,Vascular Calcification,MQ-7,NA,Kaydence Pharma AS
10574,Neurology,Amyotrophic Lateral Sclerosis,MR-401,NA,Shinkei Therapeutics LLC
10575,Infectious Disease,Complicated Intra-Abdominal Infections,murepavadin,NA,Polyphor AG
10575,Infectious Disease,Hospital Acquired Pneumonia,murepavadin,NA,Polyphor AG
10575,Infectious Disease,Skin And Skin Structure Infections Caused By Bacteria,murepavadin,NA,Polyphor AG
10576,Infectious Disease,Respiratory Syncytial Virus Infections,MV-012968,NA,Meissa Vaccines Inc
10577,Ophthalmology,Keratoconjunctivitis Sicca,mycophenolic acid,NA,Surface Pharmaceuticals Inc
10578,Musculoskeletal Disorders,Limb-Girdle Muscular Dystrophy,MYO-103,NA,Sarepta Therapeutics Inc
10579,Cardiology,Congestive Heart Failure,N-106,NA,Sumocor LLC
10580,Neurology,Intracerebral Hemorrhage,N-acetyl cysteine,NA,Neuronasal LLC
10580,Neurology,Traumatic Brain Injury,N-acetyl cysteine,NA,Neuronasal LLC
10582,Neurology,Opium Addiction,naltrexone,NA,Delpor Inc
10583,Neurology,Postherpetic Neuralgia,naltrexone,NA,Allodynic Therapeutics LLC
10584,Genetic Disorders,Becker Muscular Dystrophy,nandrolone decanoate,NA,Sarcomed AB
10584,Genetic Disorders,Duchenne Muscular Dystrophy,nandrolone decanoate,NA,Sarcomed AB
10586,Hematology,Bleeding And Clotting Disorders,Nano-K,NA,LATITUDE Pharmaceuticals Inc
10587,Genetic Disorders,Duchenne Muscular Dystrophy,naproxcinod,NA,NicOx SA
10588,Respiratory,Cystic Fibrosis,NAS-415,NA,New Amsterdam Sciences Inc
10589,Infectious Disease,Burkholderia Infections,NAS-415,NA,New Amsterdam Sciences Inc
10589,Infectious Disease,Pseudomonas aeruginosa Infections,NAS-415,NA,New Amsterdam Sciences Inc
10590,Respiratory,Idiopathic Pulmonary Fibrosis,NAS-911,NA,New Amsterdam Sciences Inc
10592,Oncology,Blood Cancer,NC-410,NA,NextCure Inc
10592,Oncology,Solid Tumor,NC-410,NA,NextCure Inc
10593,Oncology,Leukemia,ND-1000,NA,Notable Labs Inc
10596,Neurology,Alzheimer's Disease,NDC-1308,NA,Endece LLC
10596,Neurology,Demyelinating Diseases,NDC-1308,NA,Endece LLC
10596,Neurology,Multiple Sclerosis,NDC-1308,NA,Endece LLC
10596,Neurology,Neuromyelitis Optica,NDC-1308,NA,Endece LLC
10597,Oncology,Malignant Glioma,NEO-212,NA,Neonc Technologies Inc
10597,Oncology,Metastatic Breast Cancer,NEO-212,NA,Neonc Technologies Inc
10597,Oncology,Nasopharyngeal Cancer,NEO-212,NA,Neonc Technologies Inc
10598,Neurology,Pain,NES-100,NA,Virpax Pharmaceuticals Inc
10599,Neurology,Amyotrophic Lateral Sclerosis,Neuronata-R,NA,Corestem Inc
10600,Neurology,Spinal Cord Injury,NeuroRelease SCI,NA,PixarBio Corp
10601,Oncology,Acute Myelocytic Leukemia,NEXI-001,NA,NexImmune Inc
10601,Oncology,Myelodysplastic Syndrome,NEXI-001,NA,NexImmune Inc
10602,Neurology,Alcohol Addiction,Nezavist,NA,Lohocla Research Corp
10603,Oncology,Pancreatic Cancer,NMC-001,NA,NomoCan Pharmaceuticals LLC
10604,Cardiology,Stroke,NNZ-2591,NA,Neuren Pharmaceuticals Ltd
10605,Genetic Disorders,Angelman Syndrome,NNZ-2591,NA,Neuren Pharmaceuticals Ltd
10605,Genetic Disorders,Fragile X Syndrome,NNZ-2591,NA,Neuren Pharmaceuticals Ltd
10605,Genetic Disorders,Phelan-McDermid Syndrome,NNZ-2591,NA,Neuren Pharmaceuticals Ltd
10606,Neurology,Cognitive Impairment,NNZ-2591,NA,Neuren Pharmaceuticals Ltd
10606,Neurology,Memory Impairment,NNZ-2591,NA,Neuren Pharmaceuticals Ltd
10606,Neurology,Multiple Sclerosis,NNZ-2591,NA,Neuren Pharmaceuticals Ltd
10606,Neurology,Parkinson's Disease,NNZ-2591,NA,Neuren Pharmaceuticals Ltd
10606,Neurology,Peripheral Neuropathy,NNZ-2591,NA,Neuren Pharmaceuticals Ltd
10606,Neurology,Traumatic Brain Injury,NNZ-2591,NA,Neuren Pharmaceuticals Ltd
10607,Neurology,Amyotrophic Lateral Sclerosis,noscapine,NA,KineMed Inc
10608,Neurology,Alzheimer's Disease,NovAD,NovAD,NovMetaPharma Co Ltd
10610,Cardiology,Cardiomyopathy,NP-6A,NA,Novopyxis Inc
10611,Neurology,Status Epilepticus,NRL-3,NA,Neurelis Inc
10612,Neurology,Opium Addiction,NRS-033,NA,Nirsum Laboratories Inc
10613,Neurology,Opium Addiction,NRS-067,NA,Nirsum Laboratories Inc
10614,Neurology,Huntington Disease,NT-0100,NA,NeuBase Therapeutics Inc
10615,Gastroenterology,Emesis,NT-0400,NA,Neos Therapeutics Inc
10615,Gastroenterology,Nausea,NT-0400,NA,Neos Therapeutics Inc
10616,Oncology,Anaplastic Thyroid Cancer,NT-219,NA,Kitov Pharma Ltd
10616,Oncology,Colon Cancer,NT-219,NA,Kitov Pharma Ltd
10616,Oncology,Esophageal Cancer,NT-219,NA,Kitov Pharma Ltd
10616,Oncology,Head And Neck Cancer Squamous Cell Carcinoma,NT-219,NA,Kitov Pharma Ltd
10616,Oncology,Lung Cancer,NT-219,NA,Kitov Pharma Ltd
10616,Oncology,Metastatic Melanoma,NT-219,NA,Kitov Pharma Ltd
10616,Oncology,Ovarian Cancer,NT-219,NA,Kitov Pharma Ltd
10616,Oncology,Pancreatic Cancer,NT-219,NA,Kitov Pharma Ltd
10616,Oncology,Prostate Cancer,NT-219,NA,Kitov Pharma Ltd
10616,Oncology,Sarcomas,NT-219,NA,Kitov Pharma Ltd
10616,Oncology,Uterine Cancer,NT-219,NA,Kitov Pharma Ltd
10617,Musculoskeletal Disorders,Degenerative Disc Disease,NTG-101,NA,Notogen Inc
10618,Metabolic Disorders,Familial Amyloid Neuropathies,NTLA-1001,NA,Regeneron Pharmaceuticals Inc
10619,Neurology,Post-Operative Pain,NTM-003,NA,Neumentum Inc
10621,Neurology,Pain,NTM-005,NA,Neumentum Inc
10622,Cardiology,Pulmonary Arterial Hypertension,NTP-42,NA,ATXA Therapeutics Ltd
10623,Neurology,Alzheimer's Disease,NTRX-07,NA,NeuroTherpia Inc
10623,Neurology,Complex Regional Pain Syndrome,NTRX-07,NA,NeuroTherpia Inc
10623,Neurology,Neuropathic Pain,NTRX-07,NA,NeuroTherpia Inc
10626,Infectious Disease,Urinary Tract Infections Due To Catheter Encrustation,NU-8,NA,Lakewood-Amedex Inc
10627,Oncology,Ewing Sarcoma,NV-101,NA,SourcingLink.net Inc
10628,Metabolic Disorders,Mitochondrial Diseases,NV-354,NA,NeuroVive Pharmaceutical AB
10629,Neurology,Multiple Sclerosis,NVG-291,NA,NervGen Pharma Corp
10629,Neurology,Spinal Cord Injury,NVG-291,NA,NervGen Pharma Corp
10630,Infectious Disease,Herpes Zoster,NVHHV-101,NA,NanoViricides Inc
10631,Infectious Disease,"Influenza A Virus, H1N1 Subtype Infections",NVINF-1,FluCide,NanoViricides Inc
10631,Infectious Disease,"Influenza A Virus, H3N2 Subtype Infections",NVINF-1,FluCide,NanoViricides Inc
10631,Infectious Disease,"Influenza A Virus, H5N1 Subtype Infections",NVINF-1,FluCide,NanoViricides Inc
10631,Infectious Disease,"Influenza A Virus, H7N9 Subtype Infections",NVINF-1,FluCide,NanoViricides Inc
10632,Infectious Disease,"Influenza A Virus, H1N1 Subtype Infections",NVINF-2,FluCide,NanoViricides Inc
10632,Infectious Disease,"Influenza A Virus, H3N2 Subtype Infections",NVINF-2,FluCide,NanoViricides Inc
10632,Infectious Disease,"Influenza A Virus, H5N1 Subtype Infections",NVINF-2,FluCide,NanoViricides Inc
10632,Infectious Disease,"Influenza A Virus, H7N9 Subtype Infections",NVINF-2,FluCide,NanoViricides Inc
10633,Oncology,NA,NVK-005,NA,Nevakar Inc
10634,Infectious Disease,NA,NVK-006,NA,Nevakar Inc
10635,Oncology,NA,NVK-017,NA,Nevakar Inc
10636,Ophthalmology,NA,NVK-029,NA,Nevakar Inc
10637,Infectious Disease,Pseudomonas aeruginosa Infections,NXAS-401,NA,Neem Biotech Ltd
10638,Cardiology,Arterial Thrombosis,OA-150,NA,Oasis Pharmaceuticals LLC
10639,Oncology,Colorectal Cancer,OB-002O,NA,Orion Biotechnology Canada Ltd
10640,Ophthalmology,Retinitis Pigmentosa,OCU-100,NA,Ocugen Inc
10641,Ophthalmology,Retinal Degeneration,OCU-400,NA,Ocugen Inc
10642,Infectious Disease,Clostridium difficile Infections,OG-253,NA,Oragenics Inc
10642,Infectious Disease,Methicillin-Resistant Staphylococcus aureus Infections,OG-253,NA,Oragenics Inc
10642,Infectious Disease,Vancomycin-Resistant Enterococcus faecium Infections,OG-253,NA,Oragenics Inc
10643,Infectious Disease,Clostridium difficile Infections,OG-716,NA,Oragenics Inc
10644,Immunology,Stem Cell Transplantation,olanzapine,NA,ChemioCare USA Inc
10646,Ophthalmology,Geographic Atrophy,OLX-10020,NA,OliX Pharmaceuticals Inc
10647,Ophthalmology,Dry Macular Degeneration,OLX-301A,NA,OliX Pharmaceuticals Inc
10647,Ophthalmology,Wet Macular Degeneration,OLX-301A,NA,OliX Pharmaceuticals Inc
10648,Ophthalmology,Retinitis Pigmentosa,OLX-304A,NA,OliX Pharmaceuticals Inc
10649,Musculoskeletal Disorders,Hemifacial Spasm,onabotulinumtoxinA biosimilar,NA,Revance Therapeutics Inc
10649,Musculoskeletal Disorders,Muscle Spasm,onabotulinumtoxinA biosimilar,NA,Revance Therapeutics Inc
10650,Urinalogy,Overactive Bladder,onabotulinumtoxinA biosimilar,NA,Revance Therapeutics Inc
10650,Urinalogy,Urinary Incontinence,onabotulinumtoxinA biosimilar,NA,Revance Therapeutics Inc
10651,Neurology,Cerebral Palsy,onabotulinumtoxinA biosimilar,NA,Revance Therapeutics Inc
10651,Neurology,Lower Limb Muscle Spasticity,onabotulinumtoxinA biosimilar,NA,Revance Therapeutics Inc
10651,Neurology,Migraine,onabotulinumtoxinA biosimilar,NA,Revance Therapeutics Inc
10651,Neurology,Spasmodic Torticollis,onabotulinumtoxinA biosimilar,NA,Revance Therapeutics Inc
10651,Neurology,Upper Limb Muscle Spasticity,onabotulinumtoxinA biosimilar,NA,Revance Therapeutics Inc
10652,Ophthalmology,Blepharospasm,onabotulinumtoxinA biosimilar,NA,Revance Therapeutics Inc
10652,Ophthalmology,Strabismus,onabotulinumtoxinA biosimilar,NA,Revance Therapeutics Inc
10653,Dermatology,Axillary Hyperhidrosis,onabotulinumtoxinA biosimilar,NA,Revance Therapeutics Inc
10654,Oncology,Colorectal Cancer,Oncolipin-IT,NA,XEME BioPharma Inc
10655,Oncology,Endometrial Cancer,ONCR-201,NA,OncoResponse Inc
10655,Oncology,Glioblastoma Multiforme,ONCR-201,NA,OncoResponse Inc
10655,Oncology,Ovarian Cancer,ONCR-201,NA,OncoResponse Inc
10655,Oncology,Triple-Negative Breast Cancer,ONCR-201,NA,OncoResponse Inc
10657,Neurology,Dravet Syndrome,OPK-88001,NA,OPKO Biologics Ltd
10658,Neurology,Insomnia,OPL-001,NA,Overseas Pharmaceuticals Ltd
10659,Neurology,Alzheimer's Disease,OPL-017,NA,Overseas Pharmaceuticals Ltd
10660,Neurology,Opium Addiction,OPNT-006,NA,Opiant Pharmaceuticals Inc
10662,Metabolic Disorders,Obesity,orlistat,NA,Callitas Therapeutics Inc
10663,Respiratory,Bronchiolitis Obliterans,OSP-101,NA,Onspira Therapeutics Inc
10664,Oncology,Mycosis Fungoides,OT-043,NA,Onco Therapies Inc
10665,Genetic Disorders,Mucopolysaccharidosis III,OTL-201,NA,Orchard Therapeutics plc
10666,Oncology,Bile Duct Cancer,oxaliplatin,NA,Kangen Pharmaceuticals Co Ltd
10666,Oncology,Pancreatic Ductal Adenocarcinoma,oxaliplatin,NA,Kangen Pharmaceuticals Co Ltd
10667,Musculoskeletal Disorders,Osteolytic Lesion,OXS-4235,NA,GT Biopharma Inc
10668,Oncology,Multiple Myeloma,OXS-4235,NA,GT Biopharma Inc
10669,Urinalogy,Overactive Bladder,oxybutynin,NA,Dare Bioscience Inc
10670,Oncology,Breast Cancer,paclitaxel,NA,Zy Therapeutics Inc
10670,Oncology,Ovarian Cancer,paclitaxel,NA,Zy Therapeutics Inc
10671,Oncology,Non-Small Cell Lung Cancer,paclitaxel,NA,AcuityBio Corp
10672,Oncology,Gastric Cancer,PAT-SC1,NA,Patrys Ltd
