id,Abstract_Title,Session_Title,Date,Trial Readouts,Clinical Trial Details,FDA Review Outcomes,Endpoints,KOL,New Entries,Recruitment status,Educational and Research,Disease Statistic,Treatment Details,Drug Application,Preclinical,Late-Breaking Abstracts
4393,Prognostic factors associated with short-term survival (STS) in advanced pancreatic cancer (APC): A Canadian multicenter analysis from the CHORD Consortium.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4394,"Is it possible to effectively treat second-line gastric cancer, given the prognosis factors?",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4395,Role of angiogenesis factors in formation of metastatic niches.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4396,"Characterization of tumor mutation burden, PD-L1 and hepatitis B virus in Chinese hepatocellular carcinoma patients.",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4397,Molecular profiling by circulating tumor DNA (ctDNA) and benefit from anti-PD-1 in HCC.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4398,Serum microRNA signatures for the detection of pancreatobiliary cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4399,Impact of no treatment vs other nonsurgical treatments in Pancreatic Adenocarcinoma National Cancer Database: 2004-2014.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4400,Immune biomarker expression in the tumor microenvironment in Chinese patients with esophageal squamous cell carcinoma was explored.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4401,Genomic landscape of HBV-related hepatocellular carcinoma in south China patients with high mutational frequency of TP53 and TERT promoter.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4402,Molecular differences between AFP-negative and AFP-positive hepatocellular carcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4403,Characterizing PD-L1/PD-1 expression in hepatocellular carcinoma and implications on postresection treatment response.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4404,Association of the ratio of CD8+ and CD163+ lymphocytes with clinical outcome in hepatocellular carcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4405,Distribution of urokinase-type plasminogen activator and its receptor in malignant tissues of gastric adenocarcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4406,"Benefit of early-phase targeted, basket, and immune-based trials for patients with chemorefractory gastrointestinal (GI) cancers.",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4407,Comparison of the mutation profile between pancreatic head/neck and body/tail cancers.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4408,Defining the heterogeneity landscape of pancreatic cancer copy number alterations.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4409,Remnant pancreatic volume to predict short-term and long-term outcomes in patients with resected pancreatic cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4410,Impact of pretreatment serum creatinine on outcomes in pancreatic adenocarcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4411,Paratracheal lymph node metastasis in operable localized esophageal and gastroesophageal junction adenocarcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4412,Prognostic value of systemic immune-inflammation index in elderly patients with esophageal squamous cell cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4413,Chronotherapeutic regimen with liposomal cisplatin for systemic treatment of primary liver cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4414,Efficacy and tolerability of adjuvant gemcitabine and capecitabine in patients with resected pancreatic cancer in US population: A single network experience.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
4415,Can artificial intelligence support the clinical decision making for Barcelona clinic liver cancer stage 0/a hepatocellular carcinoma in China?,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4416,Role of neoadjuvant therapy (NAT) in pancreatic adenocarcinoma (PAC): A single center experience.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4417,Effect of targeting CD40 for DC vaccination in pancreatic adenocarcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4418,Prediction of hepatocellular carcinoma patient survival using machine learning classification rules.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4419,Characterization of a novel entity of high-grade well-differentiated colorectal neuroendocrine tumors.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4420,Combining neoadjuvant chemoradiation with adjuvant chemotherapy in multimodality treatment for patients with potentially curable esophageal carcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4421,The effect of antibiotic use on survival of patients with resected pancreatic ductal adenocarcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4422,"Adjuvant therapy with gemcitabine and stereotactic body radiation therapy versus gemcitabine alone for resected stage II pancreatic cancer: A prospective, randomized, open label, single-center trial.",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4423,Hospitalization cost and length of stay in pancreatic cancer population: A national inpatient database study.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4424,Management of synchronous Krukenberg tumors from gastric cancer: A single-center experience.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4425,Transcriptional characterization of microenvironment and their prediction role for the prognosis of hepatocellular carcinoma after surgery.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4426,Effect of ARK5 on the anti-tumour activity of OSI-027 via regulation of epithelial-mesenchymal transition in pancreatic cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4427,"High spatiotemporal heterogeneity, clonal selection and neoantigen evolution in acquired sorafenib-resistant patient-derived xenograft models of hepatocellular carcinoma.",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4428,Derived neutrophil-to-lymphocyte ratio and platelet to lymphocyte ratio as a prognostic marker for patients with esophageal squamous cell carcinoma treated with definitive chemoradiotherapy.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4429,Survival analysis and clinical characteristics of forty-eight patients with alpha-fetoprotein-positive gastric cancer treated by integrated Chinese and western medicine.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4430,The prognostic factors associated with long-term survival in the patients with synchronous oligometastatic esophageal adenocarcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4431,The ratio of negative lymph node count inside the thoracic cavity to the positive lymph count is a prognostic factor in esophageal squamous cell carcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4432,Gemcitabine and nab-paclitaxel retreatment as a third-line therapy following second-line FOLFIRINOX for advanced pancreatic adenocarcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4433,Dynamic assessment of circulating tumor DNA in prediction of response to nab-paclitaxel-based first-line chemotherapy in metastatic pancreatic cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4434,"Association between heart dosimetric parameters, cardiac events and overall survival for patients with stage III esophageal cancer treated with definitive radiotherapy.",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
4435,Functional personalized oncology to determine drug sensitivity in cholangiocarcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4436,A phase Ib study of oraxol in combination with ramucirumab in patients with gastric or esophageal cancers who failed previous chemotherapy.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
4437,Validation of lymphocyte to monocyte ratio in resected small bowel adenocarcinoma as a predictor of survival.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4438,Nab-paclitaxel plus gemcitabine versus FOLFIRINOX in the first-line chemotherapy for patients with advanced pancreatic ductal adenocarcinoma: A national cohort (Comunica-TTD working group).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4439,Sequential assessments of <em><i>KRAS-</i></em>mutated circulating tumor DNA in longitudinal monitoring enable the prediction of prognosis and therapeutic responses in patients with pancreatic cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4440,Patterns of local failure after definitive radiotherapy in patients with esophageal squamous cell carcinoma: Implications for the longitudinal clinical target volume design.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4441,Impact of Clostridium difficile infection on gastrointestinal malignancies.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4442,tPA and PAI-1 in malignant tissues of gastric adenocarcinoma can be tumor-associated.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4443,Chromosome 8q24 amplification predicts prognosis for patients with advanced hepatocellular carcinoma (HCC).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4444,Histology and stage at presentation among patients with rare pancreatic tumors: An exploratory analysis of the SEER database.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4445,Outcomes and patterns of failures after hypofractionated radiation therapy for intrahepatic cholangiocarcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4446,Impact of HCV treatment in patients with advanced hepatocellular carcinoma on sorafenib.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4447,Impact of KRAS mutations in clinical features and survival in pancreatic cancer patients: A single institution experience.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4448,Role of resection of the primary in metastatic well/intermediate-differentiated neuroendocrine tumor (NET).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4449,Association of liver-directed local therapy with overall survival in metastatic intrahepatic cholangiocarcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
4450,Neoadjuvant chemoradiotherapy combined with surgery in the treatment of potentially operable thoracic squamous cell carcinoma of the esophagus(ChiCTR-OIC-17011648): A phase II single center clinical study.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
4451,Dosimetric and radiobiological comparison of external beam radiotherapy using simultaneous integrated boost technique for esophageal cancer in different location.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4452,"Chemotherapy (CT) or chemoradiation (CTRT) in postoperative (simple cholecystectomy) carcinoma gall bladder (GBC) with residual disease, unsuitable for revision surgery.",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4453,The combined treatment of 150 kHz tumor treating fields (TTFields) and sorafenib inhibits hepatocellular carcinoma in vitro and in vivo.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4454,Real-world assessment of healthcare costs for patients with metastatic pancreatic cancer following first-line chemotherapy initiation.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4455,"Epidemiology, prevalence and national trends of combined hepatocellular carcinoma-cholangiocarcinoma (cHCC-CCA) in hospitalized US patients between 2002-2014.",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,1,0,0,0,0
4456,Integrated multi-omic analysis to reveal comprehensive tumor heterogeneity and novel immunophenotypic classification in primary liver cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4457,Postoperative adjuvant chemotherapy for thoracic pathological T3N0M0 esophageal cancer: A propensity score-matched analysis (APEC Study 1).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4458,Predictors of peritoneal metastasis in gastric cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4459,Phase I study of irinotecan/5-fluorouracil/leucovorin (FOLFIRI) with sunitinib for advanced gastroesophageal cancers (EGC).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
4460,Liver resection in elderly patients over the age of 70 with primary liver cancer: A retrospective analysis.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4461,The ctDNA in peritoneal effusion of advanced gastric cancer for auxiliary diagnosis of peritoneal metastasis.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4462,Combination therapy of dendritic cell vaccination plus chemotherapy in pancreatic cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4463,"Randomized phase II trial of sorafenib, capecitabine, and oxaliplatin (SECOX) versus single agent sorafenib in patients with advanced hepatocellular carcinoma.",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
4464,A MRI-based radiomics model for preoperative prediction of five-year survival status in hepatocellular carcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4465,Tolerability and safety of a replication-competent adenovirus-mediated double suicide gene therapy (Ad5-yCD/mutTK(SR39)rep-ADP) with chemotherapy in locally advanced pancreatic cancer: Phase 1 trial.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,1,0,1,0,0,0,0,0,0,0,0,0
4466,Final results of early non-invasive gastric cancer detection study using the serum pepsinogen test method in Croatian patients.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,0,0
4467,Predictors of mortality following cardiac surgery for carcinoid heart disease.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,1,0,0,0,0
4468,Density of CD8+ and CD68+ lymphocyte cell infiltration is associated with clinic outcome in hepatocellular carcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4469,A retrospective series of centralized reviewed GEP MANECs receiving a first-line adenocarcinoma-oriented chemotherapy.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4470,Patient-reported distress and symptoms predict post-esophagectomy outcomes.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
