Abstract_Title,Clinical Trial Details,Date,Disease Statistic,Drug Application,Educational and Research,Endpoints,FDA Review Outcomes,KOL,Late-Breaking Abstracts,New Entries,Preclinical,Recruitment status,Relevance,Session_Title,Treatment Details,Trial Readouts,id,Priority
Impact of resectable lung adenocarcinoma pathological subtypes on patients prognosis and surgical strategies determination: A SEER population-based data analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5418,Ignore
Umbrella study of anticancer agents in Chinese patients with NSCLC.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5419,Ignore
The concomitant EGFR T790M/C797S in trans and cis in three osimertinib-resistant lung adenocarcinoma patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5420,Ignore
Therapeutic targeting of polyamines in malignant pleural mesothelioma xenograft models.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5421,Ignore
Comparison of preoperative and prechemotherapy lymphocyte counts to predict outcome of non-small cell lung cancer patients treated with adjuvant chemotherapy.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5422,Ignore
Timing of chemotherapy in small cell lung cancer: A National Cancer Database analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5423,Ignore
Report of four cases of pulmonary malignant tumors treated with SBRT using BODYFIX plus 4D-CBCT image guidance technique.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5424,Ignore
Outcomes among patients with a history of substance abuse in non-small cell lung cancer: A county hospital experience.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5425,Ignore
Evaluating the prognostic significance of significant weight loss in patients with stage III non-small cell lung cancer (NSCLC) undergoing definitive chemoradiation (CRT) after FDG-PET staging.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5426,Ignore
"Correlation of tumor mutational burden, tumor microenvironment and alterations of driver genes in patients with NSCLC: A retrospective analysis.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5427,Ignore
Primary tumor location as an important predictor for survival in pulmonary adenocarcinoma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5428,Ignore
The prognostic value of KRAS mutation subtypes and PD-L1 expression in patients with lung adenocarcinoma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5429,Ignore
A nomogram to predict outcomes of lung cancer patients after pneumonectomy based on 47 indicators.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5430,Ignore
Ectopic prolactin production by lung cancer cells as an indicator of aggressive nature of tumors.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5431,Ignore
Treatment outcomes in malignant pleural mesothelioma: A single center experience of systemic therapies and biomarkers.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5432,Ignore
Blood-based TMB detection and dynamic monitor in local advanced non-small cell lung cancer (NSCLC) patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5433,Ignore
Identifying small cell lung cancer resistance mechanisms to cytotoxic T cells in vitro using whole genome CRISPR screening.,0,31-05-2019,0,0,1,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5434,Low
Can smoking duration alone replace pack-years to predict the risk of smoking-related oncogenic mutations in non-small cell lung cancer (NSCLC)?,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5435,Ignore
Nationwide shift in patterns of prophylactic cranial irradiation utilization for extensive-stage small cell lung cancer patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5436,Ignore
Analysis of mismatch repair (MMR) proteins expression in a series of malignant pleural mesothelioma (MPM) patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5437,Ignore
A phase II trial of nintedanib in recurrent malignant pleural mesothelioma (MPM).,1,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5438,Medium
Use of surgery and stereotactic body radiotherapy (SBRT) in very elderly patients with early-stage non-small cell lung cancer (NSCLC): A national cancer database (NCDB) analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5439,Ignore
Cost-effectiveness analysis of atezolizumab plus chemotherapy in the first-line treatment of extensive small cell lung cancer in China.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5440,Ignore
Thoracic radiotherapy in a cohort study of patients with metastatic small-cell lung neoplasms.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5441,Ignore
The relative impact of patient and institutional rurality on lung cancer disparities.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5442,Ignore
Value of precision medicine in advanced NSCLC: Real-world outcomes associated with the use of companion diagnostics.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5443,Ignore
The combined treatment of 150 kHz tumor treating fields (TTFields) and cisplatin or pemetrexed inhibits mesothelioma cells in vitro and in vivo.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5444,Ignore
Gene expression profiling of T-cell inflammation in small cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5445,Ignore
Exploring sex differences in small cell lung cancer: Is this a hormonal issue?,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5446,Ignore
Longitudinal tumor size and NLR as predictive factors of individual survival compared to their baseline values in patients with non-small cell lung cancer treated with durvalumab.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5447,Ignore
Survival impact of thoracic cavity reduction during neoadjuvant chemotherapy in patients undergoing surgery for malignant pleural mesothelioma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5448,Ignore
Comprehensive analysis of genomic alterations detected by next-generation sequencing-based tissue and circulating tumor DNA assays in Chinese patients with non-small cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5449,Ignore
Galician lung cancer group: Afatinib´s data as first-line treatment for elderly patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5450,Ignore
The clinical analysis of pulmonary lymphoepithelioma-like carcinoma with epithelioid granuloma: Fourteen cases and literature review.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5451,Ignore
Cost-effectiveness of tyrosine kinase inhibition in first-line treatment of patients with EGFR-mutated advanced non-small cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5452,Ignore
The efficacy and safety of extended use of endostatin plus platinum-based doublet chemotherapy in patients with advanced non-small cell lung cancer: An analysis of a 10-year retrospective study.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5453,Medium
Cost-effectiveness analysis of icotinib versus whole-brain irradiation with or without chemotherapy in EGFR-mutant NSCLC patients with brain metastases.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5454,Ignore
Pooled subgroup analysis of twelve randomized controlled trials of immunotherapy in non-small cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5455,Ignore
Diverse RB1 mutations and co-occurring molecular alterations in advanced NSCLC.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5456,Ignore
Rebiopsy in patients with or without prior TKIs revealed complicated histology of lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5457,Ignore
"EATON: An open-label, multicenter, phase I dose-escalation trial of nazartinib (EGF816) and trametinib in patients with EGFR-mutant non-small cell lung cancer  preliminary data on safety and tolerability.",1,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5458,Medium
EGFR-A763_Y764insFQEA: A unique exon 20 insertion mutation that displays sensitivity to all classes of approved lung cancer EGFR tyrosine kinase inhibitors.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5459,Ignore
The use of liquid and tissue biopsy genomic testing in lung cancer: A single-institution experience.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5460,Ignore
Afatinib in the treatment of advanced NSCLC with EGFR mutation: An observational real-world study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5461,Ignore
Chemotherapy in combination with immune checkpoint inhibitors for the first-line treatment of patients with advanced non-small cell lung cancer: A systematic review and literature-based meta-analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5462,Ignore
Does the extent of brain metastasis affect outcome of non-small cell lung cancer patients treated with chemotherapy?,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5463,Ignore
The interplay between PD-L1 and vimentin in NSCLC patients: An exploratory analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5464,Ignore
Model-driven metronomic vinorelbine in heavily pre-treated metastatic NSCLC and PM patients: Results of a phase I/II study.,1,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5465,Medium
"Correlation between PD-L1 level and immunotherapy outcome in NSCLC in Lebanon, 2012-2018: A multicenter observational review.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5466,Ignore
Therapeutic efficacy comparison of six major EGFR-TKIs in non-small-cell lung cancer patients with an activating EGFR mutation: A network meta-analysis.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5467,Medium
Matching insurance claims data with EMR molecular status data in non-small cell lung cancer (NSCLC) patients: Understanding real-world molecular testing and prevalence rates at the site and investigator level.,0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5468,Low
Molecular profiling as predictor of outcomes in a Brazilian cohort of stage IV lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5469,Ignore
Landscape of lung cancer molecular biology in a NON-selected population.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5470,Ignore
miR-200c in extracellular vesicles as a circulating biomarker of EGFR-TKI response and a mediator of EGFR-TKI sensitivity in heterogeneous NSCLC.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5471,Ignore
Neutrophils lymphocyte ratio role in predicting response to checkpoint inhibitors in metastatic non-small lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5472,Ignore
Characteristics of T-cell receptor repertoire between lung cancer patients and healthy people.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5473,Ignore
Health care utilization associated with adverse events (AEs) among metastatic non-small cell lung cancer (mNSCLC) patients treated with immunotherapy or chemotherapy.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5474,Ignore
Multiple mutations in the EGFR gene in patients diagnosed with lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5475,Ignore
PD-1 antibody pembrolizumab administered at non-standard frequency in non-small cell lung cancer (NSCLC).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5476,Ignore
Nomogram based on multivariable regression model estimates the overall survival of patients with nivolumab who were previously treated for advanced non-small cell lung cancer.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5477,Medium
Autoantibodies indicating diagnostic or prognostic value in NSCLC patients were identified by protein microarrays.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5478,Ignore
Prediction of EGFR-TKI efficacy in non-small cell lung cancer patients by metabolomics and genomics.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5479,Medium
"TP53 mutations in EGFR mt+ NSCLC IV as a predictive factor for ORR, PFS, and OS irrespective of T790M.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5480,Ignore
A retrospective study of low-dose apatinib combined with S-1 in patients with advanced non-small cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5481,Ignore
"Mature, real world progression-free survival (PFS) and overall survival (OS) milestones in stage IV, non-squamous, non-small cell lung cancer patients (nsqNSCLC) treated with first line pemetrexed(Pem)/platinum(Plat) followed by pem+/-bevacizumab(Bev) maintenance.",0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5482,Medium
Treatment and outcomes for patients (pts) with selected advanced/metastatic cancers by place of care.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5483,Ignore
Real-world clinical burden of aggressive disease (AD) in advanced/metastatic non small cell lung cancer (aNSCLC).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5484,Ignore
<em>RET</em> fusion in first/third-generation EGFR-TKIs resistance in advanced non-small cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5485,Ignore
Improvement of lung cancer risk prediction adding SNPs to the HUNT Lung Cancer Model: A HUNT Study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5486,Ignore
Predictors of benefits to chemoimmunotherapy (CIT) in stage IV non-small-cell lung cancer (NSCLC): A meta-analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5487,Ignore
Comparative genomic profiling of paired tissue and blood samples from advanced non-small cell lung cancer patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Metastatic: Publication Only,0,0,5488,Ignore
