Abstract_Title,Session_Title,Date,Relevance,Priority
Predictors of poor outcome for transarterial chemoembolization (TACE) in hepatocellular carcinoma (HCC).,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Cell-free junctional DNA fragment from hepatitis B virus integration in HCC for monitoring postresection recurrence and clonality.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
A phase II study of antiPD-1 antibody camrelizumab plus FOLFOX4 or GEMOX systemic chemotherapy as first-line therapy for advanced hepatocellular carcinoma or biliary tract cancer.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Prospective validation of a serum miRNA panel for early detection of gastric cancer.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
CT-based radiogenomic signature to identify <em>isocitrate dehydrogenase (IDH)1/2</em> mutations in advanced intrahepatic cholangiocarcinoma.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
"PanCO: An open-label, single-arm pilot study of phosphorus-32 (P-32; Oncosil) microparticles in patients with unresectable locally advanced pancreatic adenocarcinoma (LAPC) in combination with FOLFIRINOX or gemcitabine + nab-paclitaxel (GNP) chemotherapies.",Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
First-line avelumab + axitinib in patients with advanced hepatocellular carcinoma: Results from a phase 1b trial (VEGF Liver 100).,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Phase 1 open label trial of intraperitoneal paclitaxel (IPP) in combination with intravenous cisplatin (C) and oral capecitabine (X) in patients with advanced gastric cancer and peritoneal metastases.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
A phase II study of nivolumab in patients with advanced refractory biliary tract cancers (BTC).,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Impact of gender on multikinase inhibitors (MKIs) toxicity in patients (pts) with advanced pancreatic and gastrointestinal neuroendocrine tumors (NETs): A pooled analysis of two phase II trials with pazopanib and lenvatinib.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Nab-paclitaxel plus S-1 as first line treatment for advanced or metastatic biliary tract adenocarcinoma: A phase 2 study.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Efficacy and safety of pembrolizumab in patients with PD-L1 positive advanced biliary tract cancer (BTC): A prospective cohort study.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
"Ramucirumab (RAM) for sorafenib intolerant patients with hepatocellular carcinoma (HCC) and elevated baseline alpha fetoprotein (AFP): Outcomes from two randomized phase 3 studies (REACH, REACH2).",Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Recurrence risk evaluation in stage IB gastric cancer with <em>TP53</em> codon 72 polymorphism.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Elevated pretreatment serum IL-8 and PD-L1 and overall survival in a phase III randomized advanced pancreatic cancer clinical trial.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Clinicopathological features of EpsteinBarr virus associated gastric carcinoma with submucosal invasion.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Relacorilant (RELA) with nab-paclitaxel (NP): Safety and activity in patients with pancreatic ductal adenocarcinoma (PDAC) and ovarian cancer (OvCA).,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Trifluridine/tipiracil (FTD/TPI) in patients (pts) aged =65 years with metastatic gastric/gastroesophageal junction cancer (mGC/mGEJC): Subgroup analysis from TAGS.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
"Phase II study of a telomerase-specific oncolytic adenovirus (OBP-301, Telomelysin) in combination with pembrolizumab in gastric and gastroesophageal junction adenocarcinoma.",Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Efficacy and safety of FOLFIRINOX in advanced biliary tract cancer after failure of gemcitabine plus cisplatin: A phase II trial.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
"Phase I trial of hyperthermic intraperitoneal chemoperfusion (HIPEC) with cisplatin, mitomycin, and paclitaxel in patients with gastric adenocarcinoma and carcinomatosis or positive cytology.",Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Randomized clinical trial of transcatheter arterial chemoembolization plus radiofrequency ablation versus transcatheter arterial chemoembolization for hepatocellular carcinoma with intermediate stage (BCLC stage B) hepatocellular carcinoma beyond Milan criteria.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
A phase I/II study of GSK3145095 alone and in combination with anticancer agents including pembrolizumab in adults with selected solid tumors.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
The effect of neoadjuvant chemotherapy with gemcitabine and S-1 for resectable pancreatic cancer (randomized phase II/III trial; Prep-02/JSAP-05).,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Prognostic significance of sarcopenia in metastatic esophageal squamous cell carcinoma.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
TENERGY: Multicenter phase II study of atezolizumab monotherapy following definitive chemoradiotherapy with 5-FU plus cisplatin in patients with locally advanced esophageal squamous cell carcinoma.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Lenvatinib (len) plus pembrolizumab (pembro) for the first-line treatment of patients (pts) with advanced hepatocellular carcinoma (HCC): Phase 3 LEAP-002 study.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
"Infigratinib versus gemcitabine plus cisplatin multicenter, open-label, randomized, phase 3 study in patients with advanced cholangiocarcinoma with FGFR2 gene fusions/translocations: The PROOF trial.",Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Ramucirumab and irinotecan in patients with previously treated gastroesophageal adenocarcinoma.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
"A randomized, phase II clinical trial of preoperative stereotactic body radiation therapy versus conventionally fractionated chemoradiation for resectable, borderline-resectable, or locally advanced type a pancreatic adenocarcinoma.",Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
"Profiling of 3,634 cholangiocarcinomas (CCA) to identify genomic alterations (GA), tumor mutational burden (TMB), and genomic loss of heterozygosity (gLOH).",Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Total neoadjuvant chemo (ctx; TNT) for locally advanced gastric cancer (GC): The Memorial Sloan Kettering Cancer Center experience.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Pooled safety analysis from phase 3 studies of trifluridine/tipiracil (FTD/TPI) in patients (pts) with metastatic gastric/gastroesophageal junction cancer (mGC/mGEJC) and metastatic colorectal cancer (mCRC).,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Clinical and molecular features of patients with cholangiocarcinoma harboring FGFR genetic alterations.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
IGF-Child-Pugh score as a predictor of treatment outcome in advanced hepatocellular carcinoma patients treated with sorafenib.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
The quality of life in neoadjuvant versus adjuvant therapy of esophageal cancer treatment trial (QUINTETT).,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
A phase Ib dose-escalation and cohort-expansion study of safety and activity of the transforming growth factor (TGF) ß receptor I kinase inhibitor galunisertib plus the anti-PD-L1 antibody durvalumab in metastatic pancreatic cancer.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Clinical and immune responses using anti-CD3 x anti-EGFR bispecific antibody armed T cells (BATs) for locally advanced or metastatic pancreatic cancer.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Best supportive care (BSC) with or without low-dose chemotherapy (chemo) in frail elderly patients with advanced gastroesophageal cancer (aGOAC): The uncertain randomization of the GO2 phase III trial.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Frequency of BRCA mutation in biliary tract cancer and its correlation with tumor mutational burden (TMB) and microsatellite instability (MSI).,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
"Results from the first-in-human study of mivebresib (ABBV-075), a pan-inhibitor of bromodomain and extra terminal proteins, in patients with relapsed/refractory acute myeloid leukemia.","Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Pembrolizumab (pembro) for advanced biliary adenocarcinoma: Results from the KEYNOTE-028 (KN028) and KEYNOTE-158 (KN158) basket studies.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Response to A+CHP by CD30 expression in the ECHELON-2 trial.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Changes in circulating tumor DNA levels are associated with treatment response and progression-free survival in relapse/refractory DLBCL subjects.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Association of high baseline metabolic tumor volume with response following axicabtagene ciloleucel in refractory large B-cell lymphoma.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
"Outcomes of patients (pts) = 65 years of age in ZUMA-1, a pivotal phase 1/2 study of axicabtagene ciloleucel (axi-cel) in refractory large B cell lymphoma (LBCL).",Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Effect of epigenetic modifier-based combinations on efficacy in patients with peripheral T-cell lymphoma (PTCL): Deciphering impact of mutations in epigenetic operations on response.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Survival disparities of diffuse large B-cell lymphoma in a community-based cancer center.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Occurrence of other cancers in patients with chronic lymphocytic leukemia and mutations in protection of telomeres 1 (POT1) gene.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Extranodal (EN) and spleen disease by FDG-PET/CT is associated with early clinical failure in untreated follicular lymphoma (FL).,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Molecular profiling of primary central nervous system lymphoma as compared to activated B-cell subtype of diffuse large B-cell lymphoma.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Cost-effectiveness of chimeric antigen receptor T-cell therapy in multiply relapsed or refractory adult large B-cell lymphoma.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Diversity of genetic alterations of primary central nervous system lymphoma in Hispanic versus non-Hispanic population.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Long-term follow-up of previously untreated patients (pts) with chronic lymphocytic leukemia (CLL) treated with ofatumumab (OFA) and chlorambucil (CHL): Final analysis of the phase 3 COMPLEMENT 1 trial.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Phase 1/2 trial of cirmtuzumab and ibrutinib: Planned analysis of phase 1 CLL cohorts.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Allogeneic stem cell transplantation (AlloSCT) for patients (pts) with lymphoma and chronic lymphocytic leukemia (CLL) following targeted small molecules inhibitors (SMIs).,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Brentuximab vedotin with chemotherapy for stage 3/4 classical Hodgkin lymphoma: Three-year update of the ECHELON-1 study.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Prognostic value of baseline SUV<sub>max</sub> in patients with advanced stage follicular lymphoma receiving frontline rituximab-based therapy.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Long-term follow-up of patients (pts) with relapsed or refractory (r/r) follicular lymphoma (FL) treated with copanlisib.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Outcomes in chronic lymphocytic leukemia (CLL) patients with NOTCH1 signaling pathway mutations.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Outcomes of lenalidomide in diffuse large B-cell (DLBCL) and high-grade NHL (HGBCL): A single-center retrospective analysis.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Circulating tumor DNA to predict response and resistance by anti-PD-1 therapy in Chinese relapsed/refractory classic Hodgkin lymphoma.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Efficacy of frontline treatment regimens in follicular lymphoma: A network meta-analysis of phase III randomized controlled trials.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Monitoring ctDNA in r/r DLBCL patients following the CAR T-cell therapy axicabtagene ciloleucel: Day 28 landmark analysis.,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
