Congress,TA,Indication,Top,Country,City,StartDate,EndDate,Cost,GoogleHits,USEU
"Skirting Mendel: Non-Classical Mechanisms of Phenotypic Variation, Inheritance and Disease (X4)",Genetic Disorders,NA,0,Canada,"Whistler, British Columbia",15-03-2020,19-03-2020,1145,3830,0
SNL 2020,Neurology,NA,0,United States,Philadelphia,21-10-2020,23-10-2020,-,88900000,1
Snowmass Retina & Eye 2020,Ophthalmology,NA,0,United States of America,"Snowmass, Colorado",16-03-2020,20-03-2020,725,45600,1
Societies for Investigative Dermatology (SID) 78th Annual Meeting,Dermatology,Dermatology,0,United States Of America,"Scottsdale, Arizona",13-05-2020,16-05-2020,-,18300,1
Society for Brain Mapping & Therapeutics (SBMT) 17th Annual Congress,Neurology,NA,0,United States Of America,"Los Angeles, California",20-03-2020,22-03-2020,-,49500000,1
Society for Cardiovascular Magnetic Resonance (SCMR) 23rd Annual Scientific Sessions,Cardiology,Cardiovascular,0,United States Of America,"Orlando, Florida",12-02-2020,15-02-2020,1125,11400,1
Society for Cardiovascular Magnetic Resonance (SCMR) Level I Workshop,Cardiology,Cardiovascular,0,United States of America,"San Francisco, California",30-05-2020,31-05-2020,-,14800,1
Society for InherIted Metabolic Disorders (SIMD) Annual Meeting 2020,Metabolic Disorders,Inherited Metabolic Disorders,0,United States of America,"Austin, Texas",26-04-2020,29-04-2020,-,20800,1
Society for Neuro-Oncology (SNO) Annual Meeting 2020,Oncology,NA,1,United States Of America,"Austin, Texas",18-11-2020,22-11-2020,-,110000,1
Society for Pediatric Pathology (SPP) Spring 2020 Meeting,Pathology,NA,0,United States Of America,"Los Angeles, California",28-02-2020,01-03-2020,-,219000,1
Society for the Advancement of Blood Management (SABM) 2020 Annual Meeting and PBM Certificate Course,Hematology,NA,0,United States of America,"Las Vegas, Nevada",09-09-2020,12-09-2020,-,152,1
Society for the Study of Inborn Errors of Metabolism (SSIEM) Symposium 2020,Genetic Disorders,NA,0,Germany,"Freiburg Im Breisgau, Baden-Wurttemberg",01-09-2020,04-09-2020,-,1770,1
Society of British Neurological Surgeons (SBNS) Autumn Meeting 2020,Neurology,NA,0,United Kingdom,"Blackpool, England",16-09-2020,18-09-2020,-,1330,1
Society of British Neurological Surgeons (SBNS) Spring Meeting 2020,Neurology,NA,0,United Kingdom,"Dundee, Scotland",25-03-2020,27-03-2020,-,9980,1
Society of Cardiovascular Anesthesiologists (SCA) 42nd Annual Meeting & Workshops,Cardiology,Cardiovascular,0,United States of America,"West Palm Beach, Florida",18-04-2020,22-04-2020,-,22600,1
Society of Cardiovascular Computed Tomography (SCCT) 2020 Annual Scientific Meeting,Cardiology,Cardiovascular,0,United States Of America,"Seattle, Washington",16-07-2020,19-07-2020,-,9060,1
Society of Dermatology Physician Assistants (SDPA) 18th Annual Fall Dermatology Conference 2020,Dermatology,Dermatology,0,United States Of America,"Miami, Florida",29-10-2020,01-11-2020,-,1050,1
Society of Gastroenterology Nurses & Associates (SGNA) 47th Annual Course,Gastrointestinal,NA,0,United States of America,"Louisville, Kentucky",15-05-2020,19-05-2020,-,3030000,1
Society of Gynecologic Nurse Oncologists (SGNO) 37th Annual Symposium,Oncology,NA,0,United States Of America,"Nashville, Tennessee",11-03-2020,14-03-2020,-,51000,1
Society of Gynecologic Oncology (SGO) 25th Anniversary Winter Meeting,Oncology,NA,0,United States of America,"Aspen, Colorado",06-02-2020,08-02-2020,-,147000,1
Society of Gynecologic Oncology (SGO) Annual Meeting 2020,Oncology,NA,0,Canada,"Toronto, Ontario",28-03-2020,31-03-2020,1200,43000,0
Society of Toxicologic Pathology (STP) 39th Annual Symposium,Pathology,NA,0,United States of America,"Las Vegas, Nevada",14-06-2020,18-06-2020,-,7990,1
"Society of Urodynamics, Female Pelvic Medicine and Urogenital Reconstruction (SUFU) Winter Meeting 2020",Genito Urinary System And Sex Hormones,NA,0,United States of America,"Scottsdale, Arizona",25-02-2020,29-02-2020,-,1440,1
Society of Women in Urology (SWIU) 9th Annual Clinical Mentoring Conference,Genito Urinary System And Sex Hormones,NA,0,United States Of America,"New Orleans, Louisiana",17-01-2020,19-01-2020,-,35400,1
Soft Tissue Sarcoma Conference,Oncology,Soft Tissue Sarcoma,0,United States of America,"Houston, Texas",06-02-2020,07-02-2020,-,1120000,1
Solutions For Complex Illness: Putting The Pieces Together,Genetic Disorders,NA,0,United States of America,"Seattle, Washington",26-03-2020,28-03-2020,-,36500000,1
Southeastern Educational Congress of Optometry (SECO) International Annual Congress 2020,Ophthalmology,NA,0,United States Of America,"Atlanta, Georgia",04-03-2020,08-03-2020,-,70100,1
Southeastern Section of the American Urological Association (SESAUA) 84th Annual Meeting,Genito Urinary System And Sex Hormones,NA,0,United States Of America,"New Orleans, Louisiana",17-03-2020,21-03-2020,-,8790,1
Southern Epilepsy and EEG (SEEEG) Society 2020 Annual Meeting,Neurology,Epilepsy,0,United States of America,"Pompano Beach, Florida",28-02-2020,01-03-2020,250,404000,1
Southern France River Cruise on Uniworld: Joint Medical/Dental Symposium Confronting Healthcare Needs,Genito Urinary System And Sex Hormones,NA,0,France,"Avignon, Provence-Alpes-Cote d Azur",19-07-2020,26-07-2020,695,43200,1
Spasticity and Neuromotor Rehabilitation: Pediatric and Adult Symposium 2020,Neurology,NA,0,United States Of America,"Warrensville Heights, Ohio",10-09-2020,12-09-2020,-,12400,1
Spinal Injuries Urology Course 2020,Genito Urinary System And Sex Hormones,NA,0,United Kingdom,"Wakefield, England",20-04-2020,24-04-2020,-,1280000,1
Spine Summit 2020 - 36th Annual Meeting of the Section on Disorders of the Spine and Peripheral Nerves,Neurology,NA,0,United States Of America,"Las Vegas, Nevada",05-03-2020,08-03-2020,-,33000,1
Spirometry Training Programme - Part 2,Respiratory,NA,0,Croatia,"Zagreb, Grad Zagreb",03-04-2020,04-04-2020,-,436000,1
Spring 2020 Meeting of the American Thyroid Association (ATA),Metabolic Disorders,NA,0,United States of America,"New York City, New York",28-05-2020,30-05-2020,-,248000,1
SROA 37th Annual Meeting,Oncology,NA,0,United States,Miami,25-10-2020,28-10-2020,-,101000,1
SSIEM 2020: Annual Symposium,Metabolic Disorders,NA,0,Germany,Freiburg,01-09-2020,04-09-2020,-,3330,1
SSO 2020 Annual Cancer Symposia,Oncology,NA,0,NA,NA,NA,NA,-,156000,0
ST5 - ST7 Surgical Skills Training Programme (SSTP) - UGI & HPB 2020,Gastrointestinal,NA,0,United Kingdom,"Newcastle upon Tyne, England",25-03-2020,NA,-,9,1
Stanford Brain Tumor Center Symposium: Breakthroughs in Brain Tumor Treatment 2020,Oncology,Brain Tumor,0,United States of America,"Stanford, California",13-03-2020,NA,-,1480000,1
Stanford Cancer Cell Therapy and Blood and Marrow Transplant Symposium: Update on Current Advances in BMT and Cancer Cell Therapy 2020,Oncology,NA,0,United States of America,"Stanford, California",02-04-2020,03-04-2020,-,111000,1
Stanford's Review of the 61st Annual American Society of Hematology Meeting,Hematology,NA,0,United States of America,"Half Moon Bay, California",15-02-2020,NA,-,44100,1
Step 1: Fellowship in Cosmetic Gynaecology (Non-Surgical Course) 2020,Dermatology,NA,0,Philippines,"Manila, Metro Manila",12-01-2020,13-01-2020,2200,716000,0
Strategies for Clinical Imaging in Diabetes,Metabolic Disorders,Diabetes,0,United States of America,"Bethesda, Maryland",13-01-2020,15-01-2020,-,47400000,1
STS 56th Annual Meeting,Cardiology,NA,0,United States,New Orleans,25-01-2020,28-01-2020,-,104000,1
Success With Failure: Strategies for the Evaluation and Treatment of Heart Failure 2020,Cardiology,NA,0,Canada,"Whistler, British Columbia",26-07-2020,28-07-2020,-,17500000,0
Sun Valley Stroke Conference 2020,Neurology,Stroke,0,United States of America,"Sun Valley, Idaho",09-01-2020,12-01-2020,-,3440000,1
Surgical Infection Society (SIS) 40th Annual Meeting,Infectious Disease,NA,0,United States of America,"Denver, Colorado",17-04-2020,20-04-2020,-,645000,1
Surgical Pathology for the Practicing Pathologist 2020,Pathology,NA,0,United States of America,"Scottsdale, Arizona",18-01-2020,21-01-2020,-,553000,1
"Surgical Pathology Update: Diagnostic Pearls for Practicing Pathologists in Genitourinary, Placental and Breast Pathology",Genito Urinary System And Sex Hormones,NA,0,United States of America,"Maui, Hawaii",02-03-2020,05-03-2020,1145,313000,1
Swiss Society of Urology (SGU SSU) Annual Meeting 2020,Genito Urinary System And Sex Hormones,NA,0,Switzerland,"Interlaken-oberhasli, Bern",02-09-2020,04-09-2020,-,1910,1
Synthetic Biology: At the Crossroads of Genetic Engineering and Human Therapeutics (C5),Genetic Disorders,NA,0,United States Of America,"Breckenridge, Colorado",29-03-2020,01-04-2020,995,9,1
"Taiwan, Philippines, Borneo & Indonesia: Confronting Medical & Dental Healthcare Needs",Cardiology,NA,0,Taiwan,"Taipei, Taipei",29-09-2020,15-10-2020,-,5330000,0
"Taking Control of Your Diabetes (TCOYD) & MTC Conference (Feb 08, 2020)",Metabolic Disorders,Diabetes,0,United States of America,"Bellevue, Washington",08-02-2020,NA,-,9590,1
Taping Day 2: The Use of Kinesiology Tape in the Adult with Neurological Damage 2020,Neurology,NA,0,United Kingdom,"Derby, England",30-01-2020,NA,-,175000,1
Targeted Treatments for Haematological Cancers 2020,Hematology,NA,1,United Kingdom,"London, England",05-06-2020,NA,-,1870000,1
Taste of New Orleans 2020 Encore Symposium,Pathology,NA,0,United States of America,"New Orleans, Louisiana",20-01-2020,23-01-2020,875,1150000,1
"TBI: Tools and Strategies to Promote Recovery for the Moderately-Severely Challenged (Jul 24 - 25, 2020)",Neurology,NA,0,United States of America,"Fort Worth, Texas",24-07-2020,25-07-2020,435,171000,1
TCT 2020,Cardiology,NA,0,United States,Miami,23-09-2020,27-09-2020,-,7910000,1
Tenth Biennial Johns Hopkins Breast Cancer Conference: A Multidisciplinary Perspective,Oncology,Breast Cancer,0,United States Of America,"Hanover, Maryland",20-03-2020,21-03-2020,-,29000,1
Texas Society of Clinical Oncology (TxSCO) 2020 Leadership Day,Oncology,NA,0,United States of America,"Fort Worth, Texas",21-02-2020,NA,-,39,1
Texas Urological Society (TUS) 2020 Annual Meeting,Genito Urinary System And Sex Hormones,NA,0,United States Of America,"Fort Worth, Texas",25-06-2020,27-06-2020,-,459000,1
The 11th Annual Congress on Controversies in Ophthalmology: Europe (COPHy EU),Ophthalmology,Ophthalmology,0,Portugal,"Lisbon, Lisbon",26-03-2020,28-03-2020,-,7500,1
The 11th Japanese Society of Hematology (JSH) International Symposium 2020,Hematology,NA,0,Japan,"Matsue, Shimane",22-05-2020,23-05-2020,-,6540,0
The 124th Annual Meeting of the Japanese Ophthalmological Society,Ophthalmology,NA,0,Japan,"Tokyo, Kanto",16-04-2020,19-04-2020,-,14500,0
The 12th Musculoskeletal Imaging in Clinical Practice 2020,Musculoskeletal Disorders,NA,0,United States of America,"Las Vegas, Nevada",04-06-2020,06-06-2020,-,1120000,1
The 12th Pisa International Diabetic Foot Course,Metabolic Disorders,NA,0,Italy,"pisa, Tuscany",30-09-2020,03-10-2020,-,981000,1
The 13th International Conference on Advanced Technologies & Treatments for Diabetes (ATTD 2020),Metabolic Disorders,Diabetes,0,Spain,"Madrid, Madrid",19-02-2020,22-02-2020,-,27300000,1
The 14th Jeddah Dermatology & Cosmetics Conference,Dermatology,Dermatology,0,Saudi Arabia,"Jeddah, Makkah",19-02-2020,22-02-2020,-,744000,0
The 14th World Congress on Controversies in Neurology (CONy),Neurology,Neurology,0,United Kingdom,"London, England",26-03-2020,29-03-2020,-,15800,1
The 18th Malvern Diabetic Foot Conference,Metabolic Disorders,NA,1,United Kingdom,"Malvern, England",13-05-2020,15-05-2020,-,314000,1
The 19th International Symposium on Pediatric Neuro-Oncology (ISPNO2020),Oncology,NA,0,Japan,"Karuizawa, Nagano",21-06-2020,24-06-2020,-,223,0
The 21st Annual Meeting of Infantile Seizure Society International Symposium on Pathophysiology of Developmental and Epileptic Encephalopathy,Pathology,Epileptic Encephalopathy,0,Japan,"Okayama, Okayama",19-06-2020,21-06-2020,-,90600,0
The 22nd BSGAR Annual Meeting,Gastrointestinal,NA,0,United Kingdom,"Bath, England",05-02-2020,07-02-2020,-,1470,1
The 23rd International AIDS Conference (AIDS 2020),Infectious Disease,NA,0,United States Of America,"San Francisco, California",06-07-2020,10-07-2020,-,1290000,1
The 24th Annual Virginia Liver Symposium & Update in Gastroenterology,Gastrointestinal,NA,0,United States Of America,"Richmond, Virginia",24-04-2020,NA,-,219000,1
The 25th International Annual Congress of the World Muscle Society,Musculoskeletal Disorders,NA,1,NA,NA,30-09-2020,04-10-2020,-,1990000,0
The 2nd International Congress on Controversies in Fibromyalgia (Fibromyalgia2020),Musculoskeletal Disorders,Fibromyalgia,0,Germany,Berlin,12-03-2020,13-03-2020,-,20500,1
The 2nd International University of Florida Nephrocardiology Conference,Internal Medicine,NA,0,United States of America,"Orlando, Florida",07-02-2020,09-02-2020,550,30100,1
The 30th Annual Interdisciplinary Breast Center Conference,Oncology,NA,0,United States,Las Vegas,03-04-2020,08-04-2020,-,2.00E+05,1
The 32nd Meeting of Japanese Society of Hepato-Biliary-Pancreatic Surgery,Gastrointestinal,NA,0,Japan,"Shinjuku, Tokyo",12-06-2020,14-06-2020,-,16900,0
The 33rd Annual Practicing Physician's Approach to the Difficult Headache Patient,Neurology,NA,0,United States Of America,"San Diego, California",14-02-2020,17-02-2020,-,483000,1
The 34th mid-winter Sarasota Vitreo-Retinal Update Course,Ophthalmology,NA,0,United States Of America,"Sarasota, Florida",13-02-2020,15-02-2020,-,15200,1
"The 36th Annual Conference on Obstetrics, Gynecology, Perinatal Medicine, Neonatology, and the Law and The 20th Annual Multispecialty Conference on Medical Negligence and Risk Management",Genetic Disorders,NA,0,United States Of America,"Kohala Coast, Hawaii",02-01-2020,08-01-2020,1225,749,1
The 38th Scandinavian Congress of Rheumatology,Rheumatology,NA,0,Norway,"Alesund, M‚àövâ¬¨‚àère og Romsdal",02-09-2020,05-09-2020,-,22700,1
The 39th Belgian Society of Cardiology (BSC) Annual Congress,Cardiology,NA,0,Belgium,"Brussels, Brussels",13-02-2020,14-02-2020,-,29900,1
The 3rd International Cancer Congress (ICC 20),Oncology,NA,0,Nepal,"Janakpur, Madhyamanchal",06-03-2020,07-03-2020,-,2630000,0
The 60th Annual Meeting of the Japanese Respiratory Society 2020,Respiratory,NA,0,Japan,"Nagoya, Aichi",24-04-2020,26-04-2020,-,363000,0
The 63rd Annual Meeting of the Japan Diabetes Society,Metabolic Disorders,Diabetes,0,Japan,"Otsu, Shiga",21-05-2020,23-05-2020,-,137000,0
The 67th Annual Conference of The Israel Heart Society,Cardiology,NA,0,Israel,"Tel Aviv, Tel Aviv",13-05-2020,14-05-2020,300,270000,0
The 6th Annual Congress on Controversies in Ophthalmology: Asia-Australia (COPHy AA),Ophthalmology,Ophthalmology,0,Thailand,"Bangkok, Bangkok",14-02-2020,15-02-2020,520,7990,0
The 6th Top to Toe Transcatheter Solutions Conference 2020 (4TS 2020),Cardiology,NA,0,United Arab Emirates,"Dubai, Dubai",13-02-2020,15-02-2020,500,4720,0
The 6th World Congresses on Controversies in Multiple Myeloma (COMy),Oncology,Multiple Myeloma,0,France,"Paris, Ile-de-France",14-05-2020,16-05-2020,-,263000,1
"The 7th International Conference on Prehypertension, Hypertension, Metabolic Disorders and Cardiovascular Disease",Cardiology,"Hypertension,Metabolic Disorders,Cardiovascular Disease",0,Lithuania,"Vilnius, Vilnius",02-04-2020,05-04-2020,-,35600,1
The 84th Annual Scientific Meeting of the Japanese Circulation Society in conjunction with Asian Pacific Society of Cardiology (APSC) Congress 2020,Cardiology,NA,0,Japan,"Kyoto, Kansai",12-03-2020,15-03-2020,-,1510,0
The 8th Joint ACTRIMS-ECTRIMS Meeting,Oncology,NA,0,United States Of America,"Washington, Dist Of Col",09-09-2020,12-09-2020,-,3450,1
The 8th Pan Arab Human Genetics Conference (PAHGC),Genetic Disorders,NA,0,United Arab Emirates,"Dubai, Dubai",17-01-2020,20-01-2020,-,16500,0
The 9th International Alliance of Urolithiasis (IAU) Annual Conference,Genito Urinary System And Sex Hormones,NA,0,United Kingdom,"London, England",25-09-2020,27-09-2020,-,1580,1
"The Aging Brain: Alzheimer‚ÄövÑv¥s Disease & Other Dementias: 2-Day Comprehensive Training Course (Feb 03 - 04, 2020)",Neurology,NA,0,United States Of America,"Sacramento, California",03-02-2020,04-02-2020,-,235000,1
"The Aging Brain: Alzheimer‚ÄövÑv¥s Disease & Other Dementias: 2-Day Comprehensive Training Course (Feb 05, 2020)",Neurology,NA,0,United States of America,"Oakland, California",05-02-2020,NA,499.99,235000,1
The Allied Genetics Conference (TAGC) 2020,Genetic Disorders,NA,0,United States of America,"Washington, Dist of Col",22-04-2020,26-04-2020,-,5120,1
The American Association of Hip and Knee Surgeons (AAHKS) Spring Meeting,Musculoskeletal Disorders,NA,1,United States of America,"Chicago, Illinois",30-04-2020,02-05-2020,-,46200000,1
The American Conference on Controversies on Cannabis-Based Medicines (Med-CannabisUSA),Neurology,NA,0,United States of America,"Orlando, Florida",23-01-2020,24-01-2020,-,2670,1
The Americas Committee for Treatment and Research in Multiple Sclerosis (ACTRIMS) Forum 2020,Neurology,Multiple Sclerosis,0,United States of America,"West Palm Beach, Florida",27-02-2020,29-02-2020,-,1900,1
The Annual Assembly of Hospice and Palliative Care 2020,Oncology,NA,0,NA,NA,NA,NA,-,344000,0
